Code,Company,Market,Index,Price,SEDOL,ISIN,Exchange,Bloomberg,Tier,Currency,IndLoanRate,RepoRate,almRate,LCR,RWA,BorrowRate
FARO,FARO TECHNOLOGIES INC,US,Russell 2000,37.15,2106661,US3116421021,NASDAQ,FARO:US,3,USD,0.04,0.22,0.02,0.16,0.13,0.04
GHDX,GENOMIC HEALTH INC,US,Russell 2000,31.14,B0J2NP2,US37244C1018,NASDAQ,GHDX:US,3,USD,0.15,0.13,0.09,0.05,0.06,0.1
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,US,Russell 2000,67,2363381,US3131483063,New York Stock Exchange Inc.,AGM:US,3,USD,0.08,0.22,0.22,0.15,0.21,0.1
MED,MEDIFAST INC,US,Russell 2000,57.65,2934033,US58470H1014,New York Stock Exchange Inc.,MED:US,3,USD,0.11,0.19,0.14,0.01,0.12,0.08
GBNK,GUARANTY BANCORP,US,Russell 2000,26.5,B9XQFP7,US40075T6073,NASDAQ,GBNK:US,3,USD,0.03,0.13,0.1,0.04,0.06,0.08
SGYP,SYNERGY PHARMACEUTICALS INC,US,Russell 2000,2.67,B60WSC5,US8716393082,NASDAQ,SGYP:US,3,USD,0.15,0.15,0.09,0.03,0.06,0.22
SYNT,SYNTEL INC,US,Russell 2000,18.39,2095703,US87162H1032,NASDAQ,SYNT:US,3,USD,0.12,0.14,0.22,0.1,0.08,0.07
AXDX,ACCELERATE DIAGNOSTICS INC,US,Russell 2000,22.55,B8QZWL9,US00430H1023,NASDAQ,AXDX:US,3,USD,0.02,0.03,0.02,0.18,0.17,0.02
BDGE,BRIDGE BANCORP INC,US,Russell 2000,31.55,B00MZ11,US1080351067,NASDAQ,BDGE:US,3,USD,0.03,0.2,0.2,0.06,0.09,0.07
GFF,GRIFFON CORP,US,Russell 2000,20.2,2463344,US3984331021,New York Stock Exchange Inc.,GFF:US,3,USD,0.01,0.07,0.1,0.11,0.08,0.15
PSTB,PARK STERLING CORP,US,Russell 2000,11.58,B1LJ7C3,US70086Y1055,NASDAQ,PSTB:US,3,USD,0.02,0.09,0.13,0.18,0.03,0.19
CYTK,CYTOKINETICS INC,US,Russell 2000,14.3,BBBSBJ5,US23282W6057,NASDAQ,CYTK:US,3,USD,0.15,0.06,0.2,0.02,0.06,0.07
NEO,NEOGENOMICS INC,US,Russell 2000,10.73,2598246,US64049M2098,NASDAQ,NEO:US,3,USD,0.18,0.18,0.03,0.01,0.18,0.2
ACRS,ACLARIS THERAPEUTICS INC,US,Russell 2000,25.29,BYV2W40,US00461U1051,NASDAQ,ACRS:US,3,USD,0.02,0.05,0.03,0.1,0.13,0.01
AFAM,ALMOST FAMILY INC,US,Russell 2000,45.9,2796448,US0204091088,NASDAQ,AFAM:US,3,USD,0.11,0.05,0.01,0.21,0.15,0.17
HSTM,HEALTHSTREAM INC,US,Russell 2000,23.18,2577870,US42222N1037,NASDAQ,HSTM:US,3,USD,0.09,0.15,0.17,0.13,0.03,0.09
MGNX,MACROGENICS INC,US,Russell 2000,17.53,BFDV8K0,US5560991094,NASDAQ,MGNX:US,3,USD,0.1,0.07,0.01,0.12,0.05,0.13
TTS,TILE SHOP HOLDINGS INC,US,Russell 2000,14.9,B8394K7,US88677Q1094,NASDAQ,TTS:US,3,USD,0.13,0.1,0.21,0.02,0.02,0.22
GOOD,GLADSTONE COMMERCIAL REIT CORP,US,Russell 2000,21.72,2918479,US3765361080,NASDAQ,GOOD:US,3,USD,0.04,0.08,0.13,0.15,0.11,0.2
LRN,K12 INC,US,Russell 2000,17.48,B29ZB62,US48273U1025,New York Stock Exchange Inc.,LRN:US,3,USD,0.15,0.1,0.15,0.21,0.2,0.13
RYAM,RAYONIER ADVANCED MATERIALS INC,US,Russell 2000,13.69,BN458W9,US75508B1044,New York Stock Exchange Inc.,RYAM:US,3,USD,0.11,0.13,0.04,0.15,0.19,0.06
RUTH,RUTHS HOSPITALITY GROUP INC,US,Russell 2000,20.05,B0G4KC7,US7833321091,NASDAQ,RUTH:US,3,USD,0.06,0.17,0.22,0.02,0.22,0.06
ANH,ANWORTH MORTGAGE ASSET REIT CORP,US,Russell 2000,6.08,2581901,US0373471012,New York Stock Exchange Inc.,ANH:US,3,USD,0.16,0.1,0.19,0.17,0.11,0.06
APTS,PREFERRED APARTMENT COMMUNITIES RE,US,Russell 2000,18.53,B50XT95,US74039L1035,New York Stock Exchange Inc.,APTS:US,3,USD,0.14,0.17,0.21,0.14,0.18,0.05
VIVO,MERIDIAN BIOSCIENCE INC,US,Russell 2000,14.15,2580265,US5895841014,NASDAQ,VIVO:US,3,USD,0.09,0.08,0.2,0.16,0.22,0.02
TMST,TIMKENSTEEL CORP,US,Russell 2000,14.81,BNBPMX1,US8873991033,New York Stock Exchange Inc.,TMST:US,3,USD,0.19,0.13,0.05,0.12,0.2,0.17
PRSC,PROVIDENCE SERVICE CORP,US,Russell 2000,51.26,2918576,US7438151026,NASDAQ,PRSC:US,3,USD,0.05,0.2,0.18,0.17,0.09,0.07
EGL,ENGILITY HOLDINGS INC,US,Russell 2000,31.99,BVWVSS1,US29286C1071,New York Stock Exchange Inc.,EGL:US,3,USD,0.07,0.07,0.15,0.1,0.21,0.17
LJPC,LA JOLLA PHARMACEUTICAL,US,Russell 2000,33,BJ2SNT4,US5034596040,NASDAQ,LJPC:US,3,USD,0.06,0.15,0.18,0.07,0.07,0.17
PRTK,PARATEK PHARMACEUTICALS INC,US,Russell 2000,24.25,BSDHYJ0,US6993743029,NASDAQ,PRTK:US,3,USD,0.1,0.17,0.01,0.12,0.11,0.12
MBUU,MALIBU BOATS CLASS A INC,US,Russell 2000,28.33,BJ38KJ2,US56117J1007,NASDAQ,MBUU:US,3,USD,0.11,0.1,0.17,0.02,0.15,0.18
BZH,BEAZER HOMES INC,US,Russell 2000,17.99,B8KHZT0,US07556Q8814,New York Stock Exchange Inc.,BZH:US,3,USD,0.03,0.15,0.16,0.08,0.14,0.04
LMAT,LEMAITRE VASCULAR INC,US,Russell 2000,38.4,B1G6TJ0,US5255582018,NASDAQ,LMAT:US,3,USD,0.21,0.06,0.08,0.2,0.22,0.08
RPXC,RPX CORP,US,Russell 2000,12.73,B4N92J4,US74972G1031,NASDAQ,RPXC:US,3,USD,0.08,0.16,0.18,0.01,0.2,0.2
AMPH,AMPHASTAR PHARMACEUTICALS INC,US,Russell 2000,15.66,BNFWZS4,US03209R1032,NASDAQ,AMPH:US,3,USD,0.14,0.06,0.13,0.21,0.01,0.2
FMI,FOUNDATION MEDICINE INC,US,Russell 2000,39.55,BDX85T5,US3504651007,NASDAQ,FMI:US,3,USD,0.2,0.21,0.01,0.19,0.04,0.21
THR,THERMON GROUP HOLDINGS INC,US,Russell 2000,17.62,B3N6F00,US88362T1034,New York Stock Exchange Inc.,THR:US,3,USD,0.19,0.08,0.16,0.01,0.13,0.14
HSKA,HESKA CORP,US,Russell 2000,88.3,B44C366,US42805E3062,NASDAQ,HSKA:US,3,USD,0.13,0.05,0.05,0.12,0.06,0.04
AMBC,AMBAC FINANCIAL GROUP INC,US,Russell 2000,17.73,B7ZKH46,US0231398845,NASDAQ,AMBC:US,3,USD,0.11,0.04,0.18,0.16,0.03,0.11
GSBC,GREAT SOUTHERN BANCORP INC,US,Russell 2000,51.15,2387002,US3909051076,NASDAQ,GSBC:US,3,USD,0.14,0.01,0.09,0.11,0.21,0.12
WLH,WILLIAM LYON HOMES CLASS A,US,Russell 2000,23.45,B9C60K8,US5520747008,New York Stock Exchange Inc.,WLH:US,3,USD,0.06,0.08,0.17,0.07,0.03,0.2
GTS,TRIPLE S MANAGEMENT CORP CLASS B,US,Russell 2000,23.86,B29GJQ1,PR8967491088,New York Stock Exchange Inc.,GTS:US,3,USD,0.22,0.14,0.08,0.14,0.04,0.1
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,US,Russell 2000,5.44,B4N8MH9,US69404D1081,NASDAQ,PACB:US,3,USD,0.02,0.03,0.06,0.01,0.02,0.15
GRC,GORMAN-RUPP,US,Russell 2000,31.15,2379281,US3830821043,New York Stock Exchange Inc.,GRC:US,3,USD,0.08,0.2,0.19,0.01,0.1,0.09
SCLN,SCICLONE PHARMACEUTICALS INC,US,Russell 2000,11.1,2779579,US80862K1043,NASDAQ,SCLN:US,3,USD,0.13,0.12,0.17,0.15,0.22,0.01
MDCA,MDC PARTNERS INC CLASS A,US,Russell 2000,10,2574495,CA5526971042,NASDAQ,MDCA:US,3,USD,0.06,0.18,0.15,0.02,0.03,0.03
HBNC,HORIZON BNCP IND,US,Russell 2000,26.47,2949316,US4404071049,NASDAQ,HBNC:US,3,USD,0.06,0.02,0.19,0.17,0.2,0.04
NCS,NCI BUILDING SYSTEMS INC,US,Russell 2000,14,2617486,US6288522047,New York Stock Exchange Inc.,NCS:US,3,USD,0.03,0.1,0.05,0.03,0.14,0.09
SXC,SUNCOKE ENERGY INC,US,Russell 2000,8.7,B3R0638,US86722A1034,New York Stock Exchange Inc.,SXC:US,3,USD,0.1,0.18,0.21,0.15,0.17,0.17
TGTX,TG THERAPEUTICS INC,US,Russell 2000,11.5,B828K63,US88322Q1085,NASDAQ,TGTX:US,3,USD,0.02,0.09,0.12,0.14,0.03,0.18
MITT,AG MORTGAGE INVESTMENT TRUST REIT,US,Russell 2000,19.58,B4NKX38,US0012281053,New York Stock Exchange Inc.,MITT:US,3,USD,0.2,0.04,0.14,0.1,0.17,0.18
PVAC,PENN VA CORP,US,Russell 2000,39.05,BZCD9S2,US70788V1026,NASDAQ,PVAC:US,3,USD,0.02,0.02,0.01,0.18,0.06,0.03
JBSS,JOHN B SANFILIPPO AND SON INC,US,Russell 2000,65,2772998,US8004221078,NASDAQ,JBSS:US,3,USD,0.14,0.2,0.01,0.11,0.13,0.21
AKAO,ACHAOGEN INC,US,Russell 2000,16.18,BK35H22,US0044491043,NASDAQ,AKAO:US,3,USD,0.16,0.15,0.14,0.2,0.07,0.21
LKSD,LSC COMMUNICATIONS INC,US,Russell 2000,16.34,BYND5V9,US50218P1075,New York Stock Exchange Inc.,LKSD:US,3,USD,0.22,0.22,0.17,0.2,0.09,0.01
IMGN,IMMUNOGEN INC,US,Russell 2000,6.57,2457864,US45253H1014,NASDAQ,IMGN:US,3,USD,0.02,0.1,0.04,0.19,0.12,0.02
INTL,INTL FCSTONE INC,US,Russell 2000,35.46,2456441,US46116V1052,NASDAQ,INTL:US,3,USD,0.1,0.17,0.18,0.2,0.07,0.15
KE,KIMBALL ELECTRONICS INC,US,Russell 2000,20.65,BRKFN59,US49428J1097,NASDAQ,KE:US,3,USD,0.13,0.13,0.09,0.18,0.02,0.14
INSW,INTERNATIONAL SEAWAYS INC,US,Russell 2000,18.83,BYX60M4,MHY410531021,New York Stock Exchange Inc.,INSW:US,3,USD,0.17,0.14,0.02,0.15,0.2,0.2
RCII,RENT-A-CENTER INC,US,Russell 2000,12.16,2733092,US76009N1000,NASDAQ,RCII:US,3,USD,0.15,0.02,0.16,0.02,0.22,0.06
LXRX,LEXICON PHARMACEUTICALS INC,US,Russell 2000,12.64,BWFZX59,US5288723027,NASDAQ,LXRX:US,3,USD,0.22,0.01,0.22,0.09,0.19,0.05
SGY,STONE ENERGY CORP,US,Russell 2000,27.89,BD6PBN9,US8616424037,New York Stock Exchange Inc.,SGY:US,3,USD,0.16,0.03,0.08,0.19,0.04,0.03
NAT,NORDIC AMERICAN TANKERS LTD,US,Russell 2000,5.37,2113876,BMG657731060,New York Stock Exchange Inc.,NAT:US,3,USD,0.1,0.1,0.19,0.2,0.21,0.09
REX,REX AMERICAN RESOURCES CORP,US,Russell 2000,93.32,2063670,US7616241052,New York Stock Exchange Inc.,REX:US,3,USD,0.1,0.16,0.02,0.01,0.03,0.19
PEBO,PEOPLES BANCORP INC,US,Russell 2000,32.03,2679419,US7097891011,NASDAQ,PEBO:US,3,USD,0.11,0.04,0.03,0.1,0.2,0.21
PLAB,PHOTRONICS INC,US,Russell 2000,8.1,2687315,US7194051022,NASDAQ,PLAB:US,3,USD,0.19,0.01,0.17,0.2,0.12,0.11
FMSA,FAIRMOUNT SANTROL HOLDINGS INC,US,Russell 2000,3.46,BYN8LK5,US30555Q1085,New York Stock Exchange Inc.,FMSA:US,3,USD,0.18,0.03,0.01,0.12,0.1,0.18
ATNI,ATN INTERNATIONAL INC,US,Russell 2000,50.65,BDC84D3,US00215F1075,NASDAQ,ATNI:US,3,USD,0.17,0.2,0.09,0.22,0.18,0.08
MBWM,MERCANTILE BANK CORP,US,Russell 2000,32.82,2620257,US5873761044,NASDAQ,MBWM:US,3,USD,0.13,0.01,0.14,0.14,0.02,0.08
PLUG,PLUG POWER INC,US,Russell 2000,2.41,2508386,US72919P2020,NASDAQ,PLUG:US,3,USD,0.04,0.15,0.05,0.13,0.2,0.16
RVNC,REVANCE THERAPEUTICS INC,US,Russell 2000,23.9,BJFSR99,US7613301099,NASDAQ,RVNC:US,3,USD,0.15,0.22,0.09,0.06,0.1,0.06
RESI,ALTISOURCE RESIDENTIAL REIT CORP,US,Russell 2000,10.88,B95B088,US02153W1009,New York Stock Exchange Inc.,RESI:US,3,USD,0.07,0.04,0.12,0.03,0.12,0.03
TRUP,TRUPANION INC,US,Russell 2000,23.25,BP3YM85,US8982021060,NASDAQ,TRUP:US,3,USD,0.16,0.22,0.09,0.14,0.01,0.19
CUTR,CUTERA INC,US,Russell 2000,40.35,2839741,US2321091082,NASDAQ,CUTR:US,3,USD,0.2,0.21,0.16,0.07,0.08,0.07
TTEC,TELETECH HOLDINGS INC,US,Russell 2000,38.7,2892885,US8799391060,NASDAQ,TTEC:US,3,USD,0.09,0.16,0.05,0.16,0.02,0.21
PDLI,PDL BIOPHARMA INC,US,Russell 2000,3.29,2706704,US69329Y1047,NASDAQ,PDLI:US,3,USD,0.06,0.21,0.1,0.11,0.2,0.19
PCBK,PACIFIC CONTINENTAL CORP,US,Russell 2000,24.65,2433972,US69412V1089,NASDAQ,PCBK:US,3,USD,0.12,0.18,0.05,0.16,0.18,0.13
PGC,PEAPACK GLADSTONE FINANCIAL CORP,US,Russell 2000,31.69,2307732,US7046991078,NASDAQ,PGC:US,3,USD,0.02,0.13,0.15,0.17,0.01,0.06
LNTH,LANTHEUS HOLDINGS INC,US,Russell 2000,17.25,BP8S8J5,US5165441032,NASDAQ,LNTH:US,3,USD,0.03,0.08,0.11,0.02,0.18,0.14
BL,BLACKLINE INC,US,Russell 2000,33.44,BD3WZS6,US09239B1098,NASDAQ,BL:US,3,USD,0.09,0.01,0.09,0.02,0.04,0.18
ITG,INVESTMENT TECHNOLOGY GROUP INC,US,Russell 2000,20.11,2472759,US46145F1057,New York Stock Exchange Inc.,ITG:US,3,USD,0.17,0.11,0.16,0.09,0.11,0.18
QCRH,QCR HOLDINGS INC,US,Russell 2000,42.85,2714257,US74727A1043,NASDAQ,QCRH:US,3,USD,0.01,0.19,0.15,0.02,0.1,0.09
XCRA,XCERRA CORP,US,Russell 2000,9.89,BMSL343,US98400J1088,NASDAQ,XCRA:US,3,USD,0.02,0.08,0.19,0.11,0.17,0.05
CTMX,CYTOMX THERAPEUTICS INC,US,Russell 2000,17.87,BYWVTY5,US23284F1057,NASDAQ,CTMX:US,3,USD,0.21,0.18,0.08,0.07,0.15,0.16
RUN,SUNRUN INC,US,Russell 2000,6.05,BYXB1Y8,US86771W1053,NASDAQ,RUN:US,3,USD,0.05,0.11,0.2,0.01,0.18,0.2
AXGN,AXOGEN INC,US,Russell 2000,18.65,B7254K9,US05463X1063,NASDAQ,AXGN:US,3,USD,0.09,0.11,0.04,0.16,0.21,0.03
TBK,TRIUMPH BANCORP INC,US,Russell 2000,29.6,BS7T2S7,US89679E3009,NASDAQ,TBK:US,3,USD,0.01,0.16,0.14,0.19,0.02,0.22
LAUR,LAUREATE EDUCATION INC CLASS A,US,Russell 2000,14.4,BYMYT66,US5186132032,NASDAQ,LAUR:US,3,USD,0.03,0.05,0.21,0.16,0.04,0.2
NSM,NATIONSTAR MORTGAGE HOLDINGS INC,US,Russell 2000,17.18,B7F8P79,US63861C1099,New York Stock Exchange Inc.,NSM:US,3,USD,0.04,0.01,0.09,0.22,0.15,0.05
BNFT,BENEFITFOCUS INC,US,Russell 2000,31.4,BDFN1P6,US08180D1063,NASDAQ,BNFT:US,3,USD,0.15,0.22,0.13,0.17,0.12,0.01
KRO,KRONOS WORLDWIDE INC,US,Russell 2000,22.47,2166397,US50105F1057,New York Stock Exchange Inc.,KRO:US,3,USD,0.22,0.14,0.14,0.1,0.11,0.21
EXPR,EXPRESS INC,US,Russell 2000,6.57,B464DZ9,US30219E1038,New York Stock Exchange Inc.,EXPR:US,3,USD,0.01,0.07,0.08,0.12,0.05,0.2
NLS,NAUTILUS INC,US,Russell 2000,16.9,2415936,US63910B1026,New York Stock Exchange Inc.,NLS:US,3,USD,0.16,0.09,0.17,0.04,0.14,0.11
SHOR,SHORETEL INC,US,Russell 2000,7.5,B2496F3,US8252111054,NASDAQ,SHOR:US,3,USD,0.09,0.22,0.06,0.04,0.04,0.19
PGNX,PROGENICS PHARMACEUTICALS INC,US,Russell 2000,7.17,2152501,US7431871067,NASDAQ,PGNX:US,3,USD,0.04,0.18,0.14,0.01,0.09,0.17
NCBS,NICOLET BANKSHARES INC,US,Russell 2000,57.38,2012865,US65406E1029,NASDAQ,NCBS:US,3,USD,0.16,0.15,0.11,0.12,0.11,0.17
KND,KINDRED HEATHCARE INC,US,Russell 2000,6.1,2752677,US4945801037,New York Stock Exchange Inc.,KND:US,3,USD,0.02,0.03,0.03,0.19,0.19,0.1
TWI,TITAN INTERNATIONAL INC,US,Russell 2000,10.13,2890265,US88830M1027,New York Stock Exchange Inc.,TWI:US,3,USD,0.12,0.09,0.02,0.03,0.13,0.18
DNR,DENBURY RESOURCES INC,US,Russell 2000,1.27,2418474,US2479162081,New York Stock Exchange Inc.,DNR:US,3,USD,0.02,0.19,0.13,0.05,0.21,0.07
NPK,NATIONAL PRESTO INDUSTRIES INC,US,Russell 2000,101.55,2626802,US6372151042,New York Stock Exchange Inc.,NPK:US,3,USD,0.17,0.2,0.04,0.03,0.18,0.22
WAIR,WESCO AIRCRAFT HOLDINGS INC,US,Russell 2000,9,B3Y05W3,US9508141036,New York Stock Exchange Inc.,WAIR:US,3,USD,0.17,0.14,0.03,0.14,0.12,0.07
HOFT,HOOKER FURNITURE CORP,US,Russell 2000,45.2,2748911,US4390381006,NASDAQ,HOFT:US,3,USD,0.06,0.13,0.05,0.22,0.2,0.09
AHT,ASHFORD HOSPITALITY TRUST REIT INC,US,Russell 2000,6.39,2310116,US0441031095,New York Stock Exchange Inc.,AHT:US,3,USD,0.03,0.06,0.16,0.2,0.16,0.12
MPAA,MOTORCAR PARTS OF AMERICA INC,US,Russell 2000,27.59,2861993,US6200711009,NASDAQ,MPAA:US,3,USD,0.05,0.12,0.19,0.17,0.18,0.05
UFI,UNIFI INC,US,Russell 2000,32.82,2911865,US9046772003,New York Stock Exchange Inc.,UFI:US,3,USD,0.16,0.1,0.08,0.04,0.06,0.22
SPWR,SUNPOWER CORP,US,Russell 2000,8.37,B59DK93,US8676524064,NASDAQ,SPWR:US,3,USD,0.16,0.09,0.22,0.09,0.09,0.13
CARB,CARBONITE INC,US,Russell 2000,20.35,B53C331,US1413371055,NASDAQ,CARB:US,3,USD,0.15,0.15,0.17,0.2,0.13,0.12
WHG,WESTWOOD HOLDINGS GROUP INC,US,Russell 2000,61.55,2958293,US9617651040,New York Stock Exchange Inc.,WHG:US,3,USD,0.1,0.12,0.07,0.01,0.04,0.15
MULE,MULESOFT INC CLASS A,US,Russell 2000,20.61,BD36J97,US6252071054,New York Stock Exchange Inc.,MULE:US,3,USD,0.02,0.17,0.07,0.16,0.09,0.21
SRI,STONERIDGE INC,US,Russell 2000,18.29,2111977,US86183P1021,New York Stock Exchange Inc.,SRI:US,3,USD,0.19,0.17,0.13,0.03,0.03,0.19
LOB,LIVE OAK BANCSHARES INC,US,Russell 2000,21.95,BYN5Z59,US53803X1054,NASDAQ,LOB:US,3,USD,0.16,0.07,0.21,0.13,0.04,0.17
IVC,INVACARE CORP,US,Russell 2000,15.55,2467971,US4612031017,New York Stock Exchange Inc.,IVC:US,3,USD,0.14,0.21,0.2,0.21,0.12,0.12
FDEF,FIRST DEFIANCE FINANCIAL CORP,US,Russell 2000,49.17,2356701,US32006W1062,NASDAQ,FDEF:US,3,USD,0.17,0.04,0.17,0.21,0.04,0.04
CALA,CALITHERA BIOSCIENCES INC,US,Russell 2000,16.1,BQXZNP9,US13089P1012,NASDAQ,CALA:US,3,USD,0.19,0.08,0.1,0.17,0.04,0.07
CHRS,COHERUS BIOSCIENCES INC,US,Russell 2000,12.85,BRK0149,US19249H1032,NASDAQ,CHRS:US,3,USD,0.04,0.15,0.14,0.21,0.14,0.2
TK,TEEKAY CORP,US,Russell 2000,9,2933795,MHY8564W1030,New York Stock Exchange Inc.,TK:US,3,USD,0.11,0.06,0.19,0.22,0.02,0.19
INO,INOVIO PHARMACEUTICALS INC,US,Russell 2000,6.07,BN5H5K1,US45773H2013,NASDAQ,INO:US,3,USD,0.14,0.14,0.05,0.06,0.08,0.07
REGI,RENEWABLE ENERGY INC,US,Russell 2000,12.9,B7577T2,US75972A3014,NASDAQ,REGI:US,3,USD,0.16,0.14,0.01,0.15,0.1,0.19
WK,WORKIVA INC CLASS A,US,Russell 2000,19.85,BSS6HY8,US98139A1051,New York Stock Exchange Inc.,WK:US,3,USD,0.04,0.09,0.06,0.14,0.05,0.11
GCO,GENESCO INC,US,Russell 2000,25.5,2367101,US3715321028,New York Stock Exchange Inc.,GCO:US,3,USD,0.06,0.07,0.09,0.17,0.01,0.17
CTT,CATCHMARK TIMBER TRUST INC TRUST C,US,Russell 2000,12.32,BH667R6,US14912Y2028,New York Stock Exchange Inc.,CTT:US,3,USD,0.19,0.01,0.04,0.22,0.19,0.2
INWK,INNERWORKINGS INC,US,Russell 2000,10.85,B17W6V8,US45773Y1055,NASDAQ,INWK:US,3,USD,0.21,0.13,0.07,0.13,0.02,0.09
FRAC,KEANE GROUP INC,US,Russell 2000,14.98,BDGV4C7,US48669A1088,New York Stock Exchange Inc.,FRAC:US,3,USD,0.09,0.19,0.11,0.18,0.16,0.01
MHLD,MAIDEN HOLDINGS LTD,US,Russell 2000,7.5,B2RB076,BMG5753U1128,NASDAQ,MHLD:US,3,USD,0.14,0.18,0.22,0.08,0.2,0.19
HTBK,HERITAGE COMMERCE CORP,US,Russell 2000,13.6,2503916,US4269271098,NASDAQ,HTBK:US,3,USD,0.08,0.15,0.07,0.14,0.16,0.19
MCS,THE MARCUS CORP,US,Russell 2000,26.3,2564827,US5663301068,New York Stock Exchange Inc.,MCS:US,3,USD,0.14,0.01,0.16,0.12,0.03,0.06
CARO,CAROLINA FINANCIAL CORP,US,Russell 2000,33.94,BCF0W13,US1438731077,NASDAQ,CARO:US,3,USD,0.18,0.13,0.18,0.22,0.1,0.12
TACO,DEL TACO RESTAURANTS INC,US,Russell 2000,14.73,BYTJZG6,US2454961044,NASDAQ,TACO:US,3,USD,0.13,0.07,0.02,0.01,0.17,0.18
FFWM,FIRST FOUNDATION INC,US,Russell 2000,17.09,BMMVY68,US32026V1044,NASDAQ,FFWM:US,3,USD,0.06,0.21,0.11,0.08,0.09,0.1
MSBI,MIDLAND STATES BANCORP INC,US,Russell 2000,31.41,B6VRG58,US5977421057,NASDAQ,MSBI:US,3,USD,0.09,0.02,0.08,0.01,0.04,0.11
TCX,TUCOWS INC,US,Russell 2000,53.55,BHCQVP6,US8986972060,NASDAQ,TCX:US,3,USD,0.16,0.06,0.15,0.12,0.05,0.13
WSBF,WATERSTONE FINANCIAL INC,US,Russell 2000,18.55,BJ7BVV6,US94188P1012,NASDAQ,WSBF:US,3,USD,0.16,0.1,0.22,0.21,0.09,0.09
ANGI,ANGIES LIST INC,US,Russell 2000,11.43,B5B33P8,US0347541015,NASDAQ,ANGI:US,3,USD,0.03,0.15,0.14,0.22,0.07,0.22
LION,FIDELITY SOUTHERN CORP,US,Russell 2000,22.11,2348429,US3163941053,NASDAQ,LION:US,3,USD,0.14,0.06,0.04,0.17,0.06,0.17
SAH,SONIC AUTOMOTIVE INC CLASS A,US,Russell 2000,18.4,2125246,US83545G1022,New York Stock Exchange Inc.,SAH:US,3,USD,0.1,0.2,0.15,0.15,0.14,0.03
EBF,ENNIS INC,US,Russell 2000,19.2,2316103,US2933891028,New York Stock Exchange Inc.,EBF:US,3,USD,0.05,0.15,0.05,0.16,0.14,0.05
TSC,TRISTATE CAPITAL HOLDINGS INC,US,Russell 2000,21.55,B90YNB6,US89678F1003,NASDAQ,TSC:US,3,USD,0.06,0.02,0.14,0.22,0.11,0.19
EVRI,EVERI HOLDINGS INC,US,Russell 2000,7.46,BYV34V4,US30034T1034,New York Stock Exchange Inc.,EVRI:US,3,USD,0.2,0.06,0.1,0.01,0.05,0.2
CRVL,CORVEL CORP,US,Russell 2000,50.8,2347277,US2210061097,NASDAQ,CRVL:US,3,USD,0.1,0.04,0.07,0.11,0.13,0.2
EZPW,EZCORP NON VOTING INC CLASS A,US,Russell 2000,9.45,2326287,US3023011063,NASDAQ,EZPW:US,3,USD,0.2,0.12,0.2,0.2,0.01,0.06
GNMK,GENMARK DIAGNOSTICS INC,US,Russell 2000,9.4,B3M23R2,US3723091043,NASDAQ,GNMK:US,3,USD,0.16,0.13,0.01,0.06,0.14,0.16
MLAB,MESA LABORATORIES INC,US,Russell 2000,148.7,2553814,US59064R1095,NASDAQ,MLAB:US,3,USD,0.13,0.12,0.17,0.13,0.21,0.01
WRLD,WORLD ACCEPTANCE CORP,US,Russell 2000,79.54,2981181,US9814191048,NASDAQ,WRLD:US,3,USD,0.21,0.16,0.11,0.03,0.04,0.21
HVT,HAVERTY FURNITURE COMPANIES INC,US,Russell 2000,25.05,2414245,US4195961010,New York Stock Exchange Inc.,HVT:US,3,USD,0.06,0.15,0.1,0.05,0.21,0.13
BKE,BUCKLE INC,US,Russell 2000,15.8,2149934,US1184401065,New York Stock Exchange Inc.,BKE:US,3,USD,0.11,0.11,0.22,0.07,0.22,0.18
XOXO,XO GROUP INC,US,Russell 2000,19.17,2526991,US9837721045,New York Stock Exchange Inc.,XOXO:US,3,USD,0.03,0.2,0.1,0.22,0.18,0.04
RGS,REGIS CORP,US,Russell 2000,13.2,2730327,US7589321071,New York Stock Exchange Inc.,RGS:US,3,USD,0.07,0.11,0.04,0.11,0.14,0.03
DXPE,DXP ENTERPRISES INC,US,Russell 2000,29.84,2276627,US2333774071,NASDAQ,DXPE:US,3,USD,0.05,0.07,0.13,0.16,0.04,0.16
ECHO,ECHO GLOBAL LOGISTICS INC,US,Russell 2000,17.35,B4M7GZ3,US27875T1016,NASDAQ,ECHO:US,3,USD,0.22,0.22,0.09,0.15,0.18,0.06
LCI,LANNETT COMPANY INC,US,Russell 2000,16.55,2447694,US5160121019,New York Stock Exchange Inc.,LCI:US,3,USD,0.18,0.06,0.03,0.2,0.14,0.13
EGRX,EAGLE PHARMACEUTICALS INC,US,Russell 2000,56.89,BJH7VB4,US2697961082,NASDAQ,EGRX:US,3,USD,0.15,0.13,0.11,0.17,0.02,0.2
ESND,ESSENDANT INC,US,Russell 2000,12.49,BY4K7X5,US2966891028,NASDAQ,ESND:US,3,USD,0.17,0.02,0.2,0.21,0.14,0.21
OKSB,SOUTHWEST BANCORP INC,US,Russell 2000,26.5,2829968,US8447671038,NASDAQ,OKSB:US,3,USD,0.09,0.22,0.03,0.13,0.19,0.12
CMTL,COMTECH TELECOMMUNICATIONS CORP,US,Russell 2000,20.45,2215341,US2058262096,NASDAQ,CMTL:US,3,USD,0.07,0.14,0.04,0.13,0.1,0.09
